1.608,0.833
1.504,0.932
1.473,0.750
1.351,0.971
1.508,0.615
1.592,1.118
1.576,0.735
1.025,0.801
1.344,1.004
1.374,0.780
1.494,1.044
1.535,0.891
1.544,0.866
1.383,0.451
1.665,0.894
1.504,0.708
1.330,0.906
1.267,0.595
1.472,0.991
1.572,1.008
1.521,1.290
1.235,0.718
1.306,0.992
1.319,0.684
1.425,0.691
1.544,1.181
1.384,0.824
1.719,0.755
1.522,0.924
1.424,0.855
1.501,0.701
1.638,1.020
1.179,0.887
1.169,1.082
1.604,0.708
2.165,0.788
1.460,0.936
1.263,0.582
1.476,1.064
1.316,0.433
1.353,0.679
1.398,0.722
1.072,0.668
1.481,0.829
1.512,0.776
1.152,0.633
1.432,0.785
1.297,0.642
1.250,0.684
1.193,0.763
1.542,1.124
1.407,0.690
1.135,0.792
1.300,0.843
1.455,0.887
1.507,1.021
1.664,0.485
1.628,0.993
1.110,0.765
1.643,0.816
1.383,0.788
1.496,0.499
1.429,1.044
1.352,0.539
1.606,0.902
1.376,1.174
1.364,0.542
1.220,0.987
1.087,0.693
1.033,1.143
1.422,0.730
1.429,0.730
1.260,0.650
1.778,0.952
1.323,0.649
1.255,0.699
1.193,0.805
1.286,0.836
1.336,0.734
1.360,0.805
1.379,0.998
1.610,1.364
1.096,0.907
1.571,1.042
1.391,0.835
1.159,0.895
1.240,0.572
1.495,1.121
1.332,0.768
1.276,1.082
1.505,0.905
1.465,0.816
1.440,0.621
1.606,0.960
1.059,0.767
1.341,0.624
1.121,0.735
1.349,1.000
1.022,0.991
1.510,0.832
1.438,1.173
1.388,0.913
1.419,1.420
1.687,1.056
0.943,1.035
1.801,1.295
1.443,1.144
1.792,1.168
1.634,1.095
1.086,0.902
1.620,1.005
1.158,1.243
1.476,1.213
1.184,1.049
1.398,1.134
1.227,1.263
1.141,1.101
1.180,1.334
1.645,0.705
1.365,1.225
1.437,1.192
1.331,1.102
1.602,0.823
1.376,1.429
1.133,1.299
1.267,1.060
1.552,1.274
1.792,1.300
1.055,0.817
1.244,1.211
1.476,0.996
1.560,1.123
1.594,1.638
1.338,1.218
1.358,1.008
0.964,1.322
1.274,1.209
1.384,1.473
1.398,1.164
1.191,1.288
1.475,1.608
1.725,1.011
1.172,1.084
1.521,0.913
1.394,1.033
1.484,1.175
1.107,1.105
1.309,1.034
1.725,1.178
1.685,1.347
1.578,1.490
1.654,1.235
1.364,1.439
1.919,1.221
1.488,1.092
1.623,1.045
1.209,1.187
1.455,1.144
1.950,0.976
1.212,1.301
1.467,1.122
1.364,1.359
1.514,0.641
0.993,1.345
1.433,1.041
1.168,0.957
1.427,1.179
1.445,1.208
1.235,0.891
1.589,1.023
1.301,0.952
1.492,1.273
1.336,0.809
1.504,0.857
1.533,1.108
1.433,1.247
1.535,1.098
1.214,0.953
1.462,1.208
1.570,1.401
1.829,1.034
1.115,1.356
1.194,0.751
1.708,1.371
1.312,1.582
1.743,1.056
1.907,0.964
1.431,1.512
1.428,0.994
1.807,1.253
1.571,0.959
1.508,1.212
1.523,1.269
1.652,1.409
1.599,0.855
1.395,1.266
1.739,1.171
1.608,1.305
1.136,1.170
1.730,0.874
1.783,1.404
1.773,1.587
1.740,1.455
1.652,1.057
1.858,1.282
1.874,1.209
2.099,1.581
1.906,1.409
2.013,1.543
2.023,1.331
1.831,1.547
1.845,1.575
1.688,1.788
1.766,1.500
1.479,1.028
1.808,1.366
1.697,1.457
2.031,1.446
2.085,1.286
1.340,1.560
2.053,1.069
1.908,1.248
1.846,1.655
1.784,1.439
1.957,1.373
1.767,0.878
1.787,1.489
1.842,1.064
1.723,1.497
1.846,1.154
1.838,1.530
1.803,1.333
1.871,1.366
1.791,1.032
1.835,1.202
1.676,1.116
1.943,1.273
1.711,1.615
1.640,1.334
1.897,1.275
2.008,1.311
1.769,1.580
1.587,1.350
1.594,1.628
1.873,1.117
1.884,0.965
2.032,1.343
1.806,1.251
1.906,1.585
1.620,0.904
1.933,1.269
1.862,1.291
1.655,1.194
2.095,1.389
2.279,1.367
1.687,1.341
1.928,1.604
1.880,1.355
1.869,1.139
2.492,1.832
1.929,1.457
1.901,1.521
1.971,1.316
2.064,1.250
1.782,1.202
1.919,1.385
