1.608,0.833
1.511,0.801
1.527,0.558
1.556,0.963
1.360,0.655
1.396,0.486
1.695,0.729
1.164,1.171
1.321,0.923
1.057,0.852
1.504,0.932
1.602,0.934
1.100,0.570
1.122,0.826
1.553,1.065
1.178,1.039
1.473,0.652
1.268,0.531
1.460,0.855
1.355,1.034
1.473,0.750
1.122,0.700
1.661,0.493
1.211,0.822
1.279,1.210
1.305,1.010
1.720,1.196
1.485,0.942
1.582,1.264
1.376,0.534
1.351,0.971
1.409,0.693
1.215,0.738
1.486,0.967
1.423,1.002
1.165,0.913
1.345,0.857
1.511,0.931
1.510,0.839
1.706,1.341
1.508,0.615
1.569,0.974
1.424,0.725
1.305,0.920
1.323,0.938
1.416,0.962
1.476,1.126
1.447,0.719
1.801,0.799
1.712,0.895
1.592,1.118
1.434,1.013
1.409,0.888
1.629,1.094
1.470,0.820
1.447,0.398
1.080,0.778
1.415,0.966
1.343,0.853
1.232,0.800
1.576,0.735
1.018,0.817
1.477,1.083
1.646,0.974
1.252,0.747
1.605,0.609
1.506,0.645
1.573,0.916
1.207,1.043
1.264,0.807
1.025,0.801
1.304,0.793
1.418,0.941
1.549,0.820
1.170,0.720
1.398,0.324
1.366,0.944
1.742,0.726
1.073,0.597
1.176,0.935
1.344,1.004
1.211,0.977
1.056,1.023
1.411,0.997
1.141,0.707
1.675,0.901
1.261,0.939
1.302,0.534
1.645,0.930
1.560,0.865
1.374,0.780
1.624,0.874
1.415,0.615
1.294,0.596
1.542,0.891
1.349,0.885
1.270,0.816
1.519,1.390
1.124,0.780
1.303,0.798
1.494,1.044
1.608,0.506
1.114,0.647
1.089,0.713
0.837,0.808
1.294,0.914
1.283,0.958
1.398,0.859
1.134,0.760
1.350,0.668
1.535,0.891
1.385,0.982
1.549,0.923
1.219,0.692
1.667,0.724
1.315,0.853
1.597,0.855
1.305,0.644
1.288,0.941
1.467,1.001
1.544,0.866
0.947,0.836
1.447,0.764
1.205,0.925
1.319,0.922
1.292,0.993
1.291,0.984
1.148,1.039
1.595,0.617
1.380,0.691
1.383,0.451
1.221,1.046
1.428,0.683
1.410,1.025
1.399,1.175
1.424,0.853
1.273,1.173
1.212,1.067
1.244,0.675
1.362,0.667
1.665,0.894
1.457,0.551
1.320,0.910
1.032,1.091
1.743,0.867
1.422,0.613
1.180,0.875
1.478,0.868
1.601,0.607
1.542,0.545
1.504,0.708
1.917,0.715
1.380,0.797
1.614,0.900
1.449,0.907
1.287,1.056
1.071,0.898
1.297,0.933
1.331,0.952
1.420,0.779
1.330,0.906
0.905,1.133
1.266,0.854
1.312,0.780
1.394,0.701
1.568,1.016
1.141,0.962
1.801,0.904
1.356,0.893
1.373,0.549
1.267,0.595
1.274,0.631
1.739,1.005
1.431,0.833
1.498,0.571
1.606,0.823
1.525,0.696
1.416,1.072
1.406,1.262
1.588,0.832
1.472,0.991
1.474,0.942
1.386,1.070
1.630,0.770
1.113,0.717
1.249,0.784
1.292,0.972
1.499,0.799
1.202,0.830
1.533,0.917
1.572,1.008
1.702,1.017
1.006,0.556
1.079,0.745
1.337,1.039
1.522,0.734
1.102,0.933
1.309,0.785
1.377,0.835
0.981,0.790
1.521,1.290
1.339,0.816
1.397,0.859
1.398,0.661
1.269,0.734
1.287,0.967
1.142,0.747
1.388,0.568
1.356,0.777
1.702,1.154
1.235,0.718
1.499,0.426
1.272,0.943
1.814,0.893
1.642,0.899
1.336,0.705
1.413,0.915
1.563,0.504
1.701,1.063
1.323,0.736
1.306,0.992
1.401,0.801
1.374,1.005
1.380,0.917
1.505,0.953
1.465,0.821
1.350,0.672
1.344,0.851
1.442,0.867
1.308,1.102
1.319,0.684
1.523,0.879
1.218,0.798
1.354,0.900
1.232,0.888
1.357,0.574
1.489,0.400
1.204,0.590
1.137,1.068
1.060,0.948
1.425,0.691
1.174,0.845
1.679,0.881
1.233,0.663
1.210,0.915
1.381,0.808
1.348,0.509
1.767,0.824
1.490,1.133
1.368,0.903
1.544,1.181
1.255,0.831
1.519,0.936
1.667,0.808
1.251,0.707
1.460,0.786
1.526,0.853
1.330,0.690
1.141,0.959
1.888,0.398
1.384,0.824
1.474,0.809
1.489,1.057
1.577,1.147
1.260,0.927
1.266,0.898
1.258,1.163
1.555,0.844
1.191,0.622
1.435,0.696
1.719,0.755
1.280,0.932
1.627,0.557
1.409,0.865
1.207,0.846
1.300,0.429
1.502,1.042
1.473,0.809
1.361,1.032
1.464,1.005
1.522,0.924
1.166,1.003
1.596,0.536
1.520,0.924
1.342,1.000
1.597,1.283
1.088,0.934
0.885,1.254
1.147,0.775
1.229,0.690
1.424,0.855
1.196,0.875
1.287,0.801
1.088,0.485
1.422,0.542
1.335,1.062
1.273,0.730
1.191,0.927
1.252,1.002
1.044,0.806
1.501,0.701
1.411,0.727
1.338,0.920
1.431,0.789
1.364,1.177
1.014,0.385
1.151,1.095
1.394,0.881
1.240,1.097
1.247,0.692
1.638,1.020
1.558,1.004
1.494,0.730
1.334,0.879
1.492,0.761
1.543,0.994
1.528,0.541
1.539,0.929
1.355,0.770
1.477,0.923
1.179,0.887
1.315,1.081
1.167,1.025
1.539,1.085
1.312,0.350
1.414,0.850
1.584,0.630
1.184,0.758
1.445,0.876
1.889,0.795
1.169,1.082
1.453,0.903
1.532,0.655
1.514,0.727
1.153,0.762
1.303,0.425
1.095,1.165
1.307,0.824
1.061,0.983
1.516,1.127
1.604,0.708
1.340,0.797
1.610,0.528
1.110,0.920
1.087,0.934
1.268,0.759
1.274,0.550
1.279,1.009
1.485,0.800
1.492,0.573
2.165,0.788
1.647,1.010
1.197,1.083
1.324,0.698
2.012,0.726
1.476,0.865
1.759,0.689
1.333,0.825
1.412,0.989
1.211,0.783
1.460,0.936
1.478,1.193
1.126,0.595
1.376,0.876
1.328,0.661
1.170,0.805
1.070,0.995
1.337,0.977
1.242,1.090
1.185,0.748
1.263,0.582
1.531,1.078
1.107,0.853
1.649,0.866
1.492,1.117
1.774,0.746
1.400,0.431
1.013,0.738
1.660,0.886
1.408,0.730
1.476,1.064
1.295,0.426
1.433,0.654
1.665,1.068
1.753,0.834
1.634,0.784
1.310,0.825
